Product,Description,Category,Brand,Size,Function,Colour,Pallet,Quantity,Location,Staff,To,Customer,Task
OfAESLeWh,Office Chair AEKI S Leather White,Office Chair,AEKI,S,Leather,White,16*1*1,5,CW51F,Amy,Despatch,30043,Pick
PrSoA4AlWh,Printer Sonac A4 All-in-one White,Printer,Sonac,A4,All-in-one,White,16*1*1,9,CO76H,Amy,Despatch,30053,Pick
LaOv148GGr,"Laptop Ovonel 14"" 8GB RAM Grey",Laptop,Ovonel,"14""",8GB RAM,Grey,16*1*1,16,AM95B,Chris,Despatch,30082,Pick
DrRG12LoGr,Drawer RGAP 1200 Locker Grey,Drawer,RGAP,1200,Locker,Grey,8*1*1,8,AZ65E,Laura,Despatch,30047,Pick
CaWE12FiGr,Cabinet WENO 1200 Filing Grey,Cabinet,WENO,1200,Filing,Grey,8*1*1,8,BR32B,John,Despatch,30066,Pick
TVGn65FHSi,"TV Gnusmag 65"" FHD Silver",TV,Gnusmag,"65""",FHD,Silver,8*1*1,4,AF53A,David,Despatch,30009,Pick
CaWE90FiBl,Cabinet WENO 900 Filing Black,Cabinet,WENO,900,Filing,Black,8*1*1,8,AR87A,Emily,Despatch,30007,Pick
TVEs50FHGr,"TV Esnesih 50"" FHD Grey",TV,Esnesih,"50""",FHD,Grey,8*1*1,4,CO44B,John,Despatch,30011,Pick
CaWE18SlWh,Cabinet WENO 1800 Sliding White,Cabinet,WENO,1800,Sliding,White,8*1*1,8,CN04B,John,Despatch,30074,Pick
TaTR10AdWh,Table TRAMK 1000 Adjustable White,Table,TRAMK,1000,Adjustable,White,8*1*1,8,AV27A,David,Despatch,30055,Pick
OfOGLLeWh,Office Chair OGAP L Leather White,Office Chair,OGAP,L,Leather,White,16*1*1,11,BQ14C,Emily,Despatch,30063,Pick
KeHc45BlPi,Keyboard Hcetigol 450 Bluetooth Pink,Keyboard,Hcetigol,450,Bluetooth,Pink,16*10*1,160,CS21C,Emily,Despatch,30024,Pick
PeRe24WaWh,Pencil Reldeats 24 Watercolour White,Pencil,Reldeats,24,Watercolour,White,48*10*5,1744,AL59B,Chris,Despatch,30055,Pick
PrNoA2InWh,Printer Nospe A2 Inkjet White,Printer,Nospe,A2,Inkjet,White,16*1*1,4,DI81F,Chris,Despatch,30093,Pick
TaTR15AuWh,Table TRAMA 1500 Auto Adjustable White,Table,TRAMA,1500,Auto Adjustable,White,8*1*1,8,AO12H,Mike,Despatch,30095,Pick
GaSELErBl,Gaming Chair SEWOL L Ergonomic Black,Gaming Chair,SEWOL,L,Ergonomic,Black,16*1*1,2,AW17G,Emily,Despatch,30009,Pick
TVGL32S4Gr,"TV GL 32"" S4K Grey",TV,GL,"32""",S4K,Grey,8*1*1,8,CW59H,Mike,Despatch,30069,Pick
LaYn1416Wh,"Laptop Ynos 14"" 16GB RAM White",Laptop,Ynos,"14""",16GB RAM,White,16*1*1,16,DU79F,Emily,Despatch,30060,Pick
PrNoA3InWh,Printer Nospe A3 Inkjet White,Printer,Nospe,A3,Inkjet,White,16*1*1,16,CL74F,Sarah,Despatch,30088,Pick
LaPH1716Gr,"Laptop PH 17"" 16GB RAM Grey",Laptop,PH,"17""",16GB RAM,Grey,16*1*1,16,AI49B,Jane,Despatch,30097,Pick
AlSu17i5Si,"All-in-one Susa 17"" i5 Silver",All-in-one,Susa,"17""",i5,Silver,16*1*1,16,DL31H,Mike,Despatch,30042,Pick
KeHc45BlWh,Keyboard Hcetigol 450 Bluetooth White,Keyboard,Hcetigol,450,Bluetooth,White,16*10*1,160,CM83B,Emily,Despatch,30088,Pick
KeRe35BlBl,Keyboard Rerar 350 Bluetooth Black,Keyboard,Rerar,350,Bluetooth,Black,16*10*1,160,AM92C,Chris,Despatch,30011,Pick
OfOGSAdPi,Office Chair OGAP S Adjustable Pink,Office Chair,OGAP,S,Adjustable,Pink,16*1*1,16,AT96E,Emily,Despatch,30047,Pick
MoRe45MePi,Mouse Rerar 450 Mechanical Pink,Mouse,Rerar,450,Mechanical,Pink,16*10*1,151,DN91D,Mike,Despatch,30011,Pick
NoScA3liGr,Notebook Scrap A3 line Grey,Notebook,Scrap,A3,line,Grey,48*10*5,674,CN32D,Laura,Despatch,30031,Pick
SPAl24WaPi,SPen Aloyarc 24 Watercolour Pink,SPen,Aloyarc,24,Watercolour,Pink,48*10*5,912,AV45B,Chris,Despatch,30019,Pick
OfSELHePi,Office Chair SEWOL L Head pillow Pink,Office Chair,SEWOL,L,Head pillow,Pink,16*1*1,6,BO17B,Mike,Despatch,30042,Pick
SPNa12WaGr,SPen Nalin 12 Watercolour Grey,SPen,Nalin,12,Watercolour,Grey,48*10*5,1406,DX95C,Laura,Despatch,30079,Pick
SPGi24WaGr,SPen Gib 24 Watercolour Grey,SPen,Gib,24,Watercolour,Grey,48*10*5,2400,DY65H,Chris,Despatch,30010,Pick
TaTR15WoGr,Table TRAMA 1500 Workstation Grey,Table,TRAMA,1500,Workstation,Grey,8*1*1,8,AX28B,Sarah,Despatch,30095,Pick
SPRe12SoGr,SPen Reldeats 12 Soluble Grey,SPen,Reldeats,12,Soluble,Grey,48*10*5,2400,CN16F,Mike,Despatch,30092,Pick
SPNa12HePi,SPen Nalin 12 Hexagonal Pink,SPen,Nalin,12,Hexagonal,Pink,48*10*5,1826,CG52E,Laura,Despatch,30038,Pick
GaOGSErGr,Gaming Chair OGAP S Ergonomic Grey,Gaming Chair,OGAP,S,Ergonomic,Grey,16*1*1,14,AY69A,Laura,Despatch,30080,Pick
SPNa12WaGr,SPen Nalin 12 Watercolour Grey,SPen,Nalin,12,Watercolour,Grey,48*10*5,2121,BF45D,Emily,Despatch,30080,Pick
LaRe1732Si,"Laptop Rezar 17"" 32GB RAM Silver",Laptop,Rezar,"17""",32GB RAM,Silver,16*1*1,16,DN52H,Emily,Despatch,30094,Pick
LaSu15i5Bl,"Laptop Susa 15"" i5 Black",Laptop,Susa,"15""",i5,Black,16*1*1,6,AZ63H,Chris,Despatch,30083,Pick
CuRG12DoGr,Cupboard RGAP 1200 Door Grey,Cupboard,RGAP,1200,Door,Grey,8*1*1,2,AU20D,Sarah,Despatch,30062,Pick
GaAESAdPi,Gaming Chair AEKI S Adjustable Pink,Gaming Chair,AEKI,S,Adjustable,Pink,16*1*1,7,AH16D,Emily,Despatch,30056,Pick
LaYn17i5Wh,"Laptop Ynos 17"" i5 White",Laptop,Ynos,"17""",i5,White,16*1*1,16,CW53E,Sarah,Despatch,30001,Pick
DrTE90DoBe,Drawer TEWOL 900 Door Beige,Drawer,TEWOL,900,Door,Beige,8*1*1,8,CR42H,Amy,Despatch,30046,Pick
LaOv14i5Bl,"Laptop Ovonel 14"" i5 Black",Laptop,Ovonel,"14""",i5,Black,16*1*1,16,AL82A,Mike,Despatch,30087,Pick
CuRG18SlWh,Cupboard RGAP 1800 Sliding White,Cupboard,RGAP,1800,Sliding,White,8*1*1,6,CO51D,Mike,Despatch,30058,Pick
GaXEMErPi,Gaming Chair XENO M Ergonomic Pink,Gaming Chair,XENO,M,Ergonomic,Pink,16*1*1,8,BR66A,Chris,Despatch,30019,Pick
SPRe24SoBl,SPen Reldeats 24 Soluble Black,SPen,Reldeats,24,Soluble,Black,48*10*5,2400,AU97H,Alex,Despatch,30069,Pick
SPGi50SoGr,SPen Gib 50 Soluble Grey,SPen,Gib,50,Soluble,Grey,48*10*5,2400,BW05H,Amy,Despatch,30082,Pick
TVGL42S4Bl,"TV GL 42"" S4K Black",TV,GL,"42""",S4K,Black,8*1*1,1,AM79H,Emily,Despatch,30001,Pick
TaAE10WoWh,Table AEKI 1000 Workstation White,Table,AEKI,1000,Workstation,White,8*1*1,4,CV75B,David,Despatch,30059,Pick
PeNa50SoWh,Pencil Nalin 50 Soluble White,Pencil,Nalin,50,Soluble,White,48*10*5,2400,AN50A,Sarah,Despatch,30089,Pick
AlPH17i5Bl,"All-in-one PH 17"" i5 Black",All-in-one,PH,"17""",i5,Black,16*1*1,1,CV94B,Chris,Despatch,30014,Pick
PeNa50SoGr,Pencil Nalin 50 Soluble Grey,Pencil,Nalin,50,Soluble,Grey,48*10*5,1938,BF31H,Emily,Despatch,30007,Pick
SPGi12HeWh,SPen Gib 12 Hexagonal White,SPen,Gib,12,Hexagonal,White,48*10*5,649,AO92B,Amy,Despatch,30012,Pick
KeRe45WiWh,Keyboard Rerar 450 Wireled White,Keyboard,Rerar,450,Wireled,White,16*10*1,160,DT38F,Emily,Despatch,30095,Pick
TaTR15FrBl,Table TRAMK 1500 Frame Black,Table,TRAMK,1500,Frame,Black,8*1*1,8,AO05A,Jane,Despatch,30052,Pick
LaYn14i7Si,"Laptop Ynos 14"" i7 Silver",Laptop,Ynos,"14""",i7,Silver,16*1*1,8,BS22F,Emily,Despatch,30047,Pick
GaXELLeBl,Gaming Chair XENO L Leather Black,Gaming Chair,XENO,L,Leather,Black,16*1*1,15,CT71G,Emily,Despatch,30028,Pick
LaRe1432Gr,"Laptop Rezar 14"" 32GB RAM Grey",Laptop,Rezar,"14""",32GB RAM,Grey,16*1*1,7,DO77D,Jane,Despatch,30056,Pick
PeGi12HeGr,Pencil Gib 12 Hexagonal Grey,Pencil,Gib,12,Hexagonal,Grey,48*10*5,781,BN44G,Mike,Despatch,30031,Pick
SPRe12WaBl,SPen Reldeats 12 Watercolour Black,SPen,Reldeats,12,Watercolour,Black,48*10*5,1324,AV01C,John,Despatch,30053,Pick
PrNoA4LaWh,Printer Nospe A4 Laser White,Printer,Nospe,A4,Laser,White,16*1*1,16,CN29H,John,Despatch,30079,Pick
CaQE18DoBe,Cabinet QEKI 1800 Door Beige,Cabinet,QEKI,1800,Door,Beige,8*1*1,8,BT38B,David,Despatch,30082,Pick
AlOv1732Gr,"All-in-one Ovonel 17"" 32GB RAM Grey",All-in-one,Ovonel,"17""",32GB RAM,Grey,16*1*1,16,AV70F,David,Despatch,30078,Pick
PrNoA3InBl,Printer Nospe A3 Inkjet Black,Printer,Nospe,A3,Inkjet,Black,16*1*1,16,CL86A,John,Despatch,30000,Pick
TVYn75SFBl,"TV Ynos 75"" SFHD Black",TV,Ynos,"75""",SFHD,Black,8*1*1,8,DY73E,Mike,Despatch,30045,Pick
DrRG90FiWh,Drawer RGAP 900 Filing White,Drawer,RGAP,900,Filing,White,8*1*1,8,BT16G,Emily,Despatch,30057,Pick
LaRe15i5Wh,"Laptop Rezar 15"" i5 White",Laptop,Rezar,"15""",i5,White,16*1*1,16,AS69D,Mike,Despatch,30069,Pick
DrQE18SlBe,Drawer QEKI 1800 Sliding Beige,Drawer,QEKI,1800,Sliding,Beige,8*1*1,8,CR98G,David,Despatch,30097,Pick
LaPH1516Gr,"Laptop PH 15"" 16GB RAM Grey",Laptop,PH,"15""",16GB RAM,Grey,16*1*1,2,AZ93B,Alex,Despatch,30060,Pick
LaPH15i7Bl,"Laptop PH 15"" i7 Black",Laptop,PH,"15""",i7,Black,16*1*1,6,BY71C,David,Despatch,30008,Pick
PrSoA2AlGr,Printer Sonac A2 All-in-one Grey,Printer,Sonac,A2,All-in-one,Grey,16*1*1,9,CR01H,Laura,Despatch,30006,Pick
NoExA4doGr,Notebook Excercise A4 dot Grey,Notebook,Excercise,A4,dot,Grey,48*10*5,2393,CJ44H,Sarah,Despatch,30056,Pick
TaAE15FrWh,Table AEKI 1500 Frame White,Table,AEKI,1500,Frame,White,8*1*1,8,CH59A,Sarah,Despatch,30028,Pick
TVEs42SFWh,"TV Esnesih 42"" SFHD White",TV,Esnesih,"42""",SFHD,White,8*1*1,8,BR35B,John,Despatch,30072,Pick
GaSESHeBl,Gaming Chair SEWOL S Head pillow Black,Gaming Chair,SEWOL,S,Head pillow,Black,16*1*1,7,AW69D,Amy,Despatch,30098,Pick
TVYn42FHGr,"TV Ynos 42"" FHD Grey",TV,Ynos,"42""",FHD,Grey,8*1*1,6,AF26F,Mike,Despatch,30092,Pick
TVYn42FHGr,"TV Ynos 42"" FHD Grey",TV,Ynos,"42""",FHD,Grey,8*1*1,5,CO55H,Emily,Despatch,30051,Pick
DrQE90FiBe,Drawer QEKI 900 Filing Beige,Drawer,QEKI,900,Filing,Beige,8*1*1,8,CI31A,John,Despatch,30072,Pick
LaPH158GSi,"Laptop PH 15"" 8GB RAM Silver",Laptop,PH,"15""",8GB RAM,Silver,16*1*1,16,AG22E,Alex,Despatch,30009,Pick
CaQE90SlGr,Cabinet QEKI 900 Sliding Grey,Cabinet,QEKI,900,Sliding,Grey,8*1*1,4,AQ81G,Alex,Despatch,30000,Pick
AlYn158GGr,"All-in-one Ynos 15"" 8GB RAM Grey",All-in-one,Ynos,"15""",8GB RAM,Grey,16*1*1,9,AX43C,John,Despatch,30037,Pick
NoMuA4ruGr,Notebook Music A4 ruled Grey,Notebook,Music,A4,ruled,Grey,48*10*5,2400,CS13H,Amy,Despatch,30036,Pick
OfSELErPi,Office Chair SEWOL L Ergonomic Pink,Office Chair,SEWOL,L,Ergonomic,Pink,16*1*1,15,DF47A,Alex,Despatch,30064,Pick
DrTE90DoBe,Drawer TEWOL 900 Door Beige,Drawer,TEWOL,900,Door,Beige,8*1*1,8,DF07A,Amy,Despatch,30082,Pick
LaOv15i7Si,"Laptop Ovonel 15"" i7 Silver",Laptop,Ovonel,"15""",i7,Silver,16*1*1,3,AU56E,Jane,Despatch,30014,Pick
PrNoA3MoBl,Printer Nospe A3 Mono Black,Printer,Nospe,A3,Mono,Black,16*1*1,5,AS63A,Amy,Despatch,30026,Pick
LaSu178GSi,"Laptop Susa 17"" 8GB RAM Silver",Laptop,Susa,"17""",8GB RAM,Silver,16*1*1,14,AR90A,Mike,Despatch,30090,Pick
TVGn32FHSi,"TV Gnusmag 32"" FHD Silver",TV,Gnusmag,"32""",FHD,Silver,8*1*1,8,DW82G,Alex,Despatch,30053,Pick
TaAE15WoBl,Table AEKI 1500 Workstation Black,Table,AEKI,1500,Workstation,Black,8*1*1,6,AS86G,Sarah,Despatch,30019,Pick
MoPH45BlBl,Mouse PH 450 Bluetooth Black,Mouse,PH,450,Bluetooth,Black,16*10*1,88,AQ90F,Sarah,Despatch,30038,Pick
CaTE12LoBe,Cabinet TEWOL 1200 Locker Beige,Cabinet,TEWOL,1200,Locker,Beige,8*1*1,8,DM04D,Jane,Despatch,30010,Pick
CuTE18FiBe,Cupboard TEWOL 1800 Filing Beige,Cupboard,TEWOL,1800,Filing,Beige,8*1*1,8,CX38A,John,Despatch,30092,Pick
GaAESAdGr,Gaming Chair AEKI S Adjustable Grey,Gaming Chair,AEKI,S,Adjustable,Grey,16*1*1,16,CM14E,Sarah,Despatch,30099,Pick
OfSEMErPi,Office Chair SEWOL M Ergonomic Pink,Office Chair,SEWOL,M,Ergonomic,Pink,16*1*1,16,AT13F,Emily,Despatch,30045,Pick
TVYn50S4Si,"TV Ynos 50"" S4K Silver",TV,Ynos,"50""",S4K,Silver,8*1*1,5,AV18G,Alex,Despatch,30079,Pick
NoMuA5liBl,Notebook Music A5 line Black,Notebook,Music,A5,line,Black,48*10*5,2400,BV62A,Sarah,Despatch,30067,Pick
DrTE12DoBe,Drawer TEWOL 1200 Door Beige,Drawer,TEWOL,1200,Door,Beige,8*1*1,8,BN97B,Laura,Despatch,30030,Pick
LaSu14i5Si,"Laptop Susa 14"" i5 Silver",Laptop,Susa,"14""",i5,Silver,16*1*1,11,AF65A,David,Despatch,30027,Pick
MoRe35WiNa,Mouse Rerar 350 Wireled Navi,Mouse,Rerar,350,Wireled,Navi,16*10*1,160,DP54A,Alex,Despatch,30041,Pick
OfOGLAdPi,Office Chair OGAP L Adjustable Pink,Office Chair,OGAP,L,Adjustable,Pink,16*1*1,15,DV86H,Alex,Despatch,30022,Pick
SPNa12HeWh,SPen Nalin 12 Hexagonal White,SPen,Nalin,12,Hexagonal,White,48*10*5,2095,DW71E,John,Despatch,30015,Pick
PeGi24SoPi,Pencil Gib 24 Soluble Pink,Pencil,Gib,24,Soluble,Pink,48*10*5,905,CU41C,Laura,Despatch,30045,Pick
DrQE18DoWh,Drawer QEKI 1800 Door White,Drawer,QEKI,1800,Door,White,8*1*1,8,BH01G,Chris,Despatch,30016,Pick
TVYn75S4Wh,"TV Ynos 75"" S4K White",TV,Ynos,"75""",S4K,White,8*1*1,5,BW23C,Amy,Despatch,30073,Pick
CaWE18SlBl,Cabinet WENO 1800 Sliding Black,Cabinet,WENO,1800,Sliding,Black,8*1*1,1,AP36F,Alex,Despatch,30069,Pick
PeRe12SoWh,Pencil Reldeats 12 Soluble White,Pencil,Reldeats,12,Soluble,White,48*10*5,2400,CZ78G,Amy,Despatch,30007,Pick
AlOv148GWh,"All-in-one Ovonel 14"" 8GB RAM White",All-in-one,Ovonel,"14""",8GB RAM,White,16*1*1,11,AZ46F,Laura,Despatch,30084,Pick
GaOGLAdGr,Gaming Chair OGAP L Adjustable Grey,Gaming Chair,OGAP,L,Adjustable,Grey,16*1*1,15,DY19C,Sarah,Despatch,30096,Pick
MoHc35MeBl,Mouse Hcetigol 350 Mechanical Black,Mouse,Hcetigol,350,Mechanical,Black,16*10*1,160,AK49F,Chris,Despatch,30078,Pick
LaPH148GBl,"Laptop PH 14"" 8GB RAM Black",Laptop,PH,"14""",8GB RAM,Black,16*1*1,9,DP02C,Laura,Despatch,30001,Pick
LaRe15i7Gr,"Laptop Rezar 15"" i7 Grey",Laptop,Rezar,"15""",i7,Grey,16*1*1,16,DU15F,Alex,Despatch,30058,Pick
TaTR10FrWh,Table TRAMA 1000 Frame White,Table,TRAMK,1000,Frame,White,8*1*1,5,AU20E,Emily,Despatch,30010,Pick
PrNoA3LaWh,Printer Nospe A3 Laser White,Printer,Nospe,A3,Laser,White,16*1*1,3,CZ69E,Chris,Despatch,30064,Pick
OfSEMAdWh,Office Chair SEWOL M Adjustable White,Office Chair,SEWOL,M,Adjustable,White,16*1*1,16,CI06H,Laura,Despatch,30062,Pick
DrTE18FiGr,Drawer TEWOL 1800 Filing Grey,Drawer,TEWOL,1800,Filing,Grey,8*1*1,8,CT20F,Chris,Despatch,30071,Pick
AlOv1732Gr,"All-in-one Ovonel 17"" 32GB RAM Grey",All-in-one,Ovonel,"17""",32GB RAM,Grey,16*1*1,16,AW64B,Mike,Despatch,30043,Pick
LaYn1432Wh,"Laptop Ynos 14"" 32GB RAM White",Laptop,Ynos,"14""",32GB RAM,White,16*1*1,16,BO58F,Jane,Despatch,30093,Pick
TaTR18WoBl,Table TRAMA 1800 Workstation Black,Table,TRAMA,1800,Workstation,Black,8*1*1,8,AZ13B,Emily,Despatch,30024,Pick
PeRe24WaGr,Pencil Reldeats 24 Watercolour Grey,Pencil,Reldeats,24,Watercolour,Grey,48*10*5,357,AJ09B,John,Despatch,30079,Pick
SPAl24SoGr,SPen Aloyarc 24 Soluble Grey,SPen,Aloyarc,24,Soluble,Grey,48*10*5,1177,AT10G,Alex,Despatch,30047,Pick
CaRG90DoGr,Cabinet RGAP 900 Door Grey,Cabinet,RGAP,900,Door,Grey,8*1*1,1,CX78G,Alex,Despatch,30043,Pick
LaOv17i5Wh,"Laptop Ovonel 17"" i5 White",Laptop,Ovonel,"17""",i5,White,16*1*1,10,AL52C,Emily,Despatch,30082,Pick
LaYn158GWh,"Laptop Ynos 15"" 8GB RAM White",Laptop,Ynos,"15""",8GB RAM,White,16*1*1,1,AN58D,Mike,Despatch,30094,Pick
CaRG18FiGr,Cabinet RGAP 1800 Filing Grey,Cabinet,RGAP,1800,Filing,Grey,8*1*1,8,CU28D,Alex,Despatch,30051,Pick
KeSu35WiWh,Keyboard Susa 350 Wireled White,Keyboard,Susa,350,Wireled,White,16*10*1,160,CM12G,Mike,Despatch,30033,Pick
KeRe35WiWh,Keyboard Rerar 350 Wireled White,Keyboard,Rerar,350,Wireled,White,16*10*1,68,BO65B,Alex,Despatch,30072,Pick
TVEs42FHBl,"TV Esnesih 42"" FHD Black",TV,Esnesih,"42""",FHD,Black,8*1*1,8,BU58D,Emily,Despatch,30015,Pick
TVEs504KBl,"TV Esnesih 50"" 4K Black",TV,Esnesih,"50""",4K,Black,8*1*1,8,AL03H,Sarah,Despatch,30084,Pick
LaOv1516Wh,"Laptop Ovonel 15"" 16GB RAM White",Laptop,Ovonel,"15""",16GB RAM,White,16*1*1,16,DM23B,John,Despatch,30074,Pick
OfXESErBl,Office Chair XENO S Ergonomic Black,Office Chair,XENO,S,Ergonomic,Black,16*1*1,5,DJ98D,Jane,Despatch,30093,Pick
MoSu27MePi,Mouse Susa 270 Mechanical Pink,Mouse,Susa,270,Mechanical,Pink,16*10*1,160,BX88G,John,Despatch,30057,Pick
LaYn178GSi,"Laptop Ynos 17"" 8GB RAM Silver",Laptop,Ynos,"17""",8GB RAM,Silver,16*1*1,16,CQ32G,Jane,Despatch,30070,Pick
MoHc27BlNa,Mouse Hcetigol 270 Bluetooth Navi,Mouse,Hcetigol,270,Bluetooth,Navi,16*10*1,160,AI82D,Laura,Despatch,30043,Pick
CuTE90SlWh,Cupboard TEWOL 900 Sliding White,Cupboard,TEWOL,900,Sliding,White,8*1*1,8,DT98E,Alex,Despatch,30070,Pick
DrTE12LoBe,Drawer TEWOL 1200 Locker Beige,Drawer,TEWOL,1200,Locker,Beige,8*1*1,7,AH90E,John,Despatch,30029,Pick
LaRe1532Gr,"Laptop Rezar 15"" 32GB RAM Grey",Laptop,Rezar,"15""",32GB RAM,Grey,16*1*1,12,DN06G,Mike,Despatch,30033,Pick
AlSu1716Wh,"All-in-one Susa 17"" 16GB RAM White",All-in-one,Susa,"17""",16GB RAM,White,16*1*1,16,BP62B,Alex,Despatch,30082,Pick
DrQE12DoWh,Drawer QEKI 1200 Door White,Drawer,QEKI,1200,Door,White,8*1*1,1,DX98A,Laura,Despatch,30022,Pick
MoPH27WiWh,Mouse PH 270 Wireled White,Mouse,PH,270,Wireled,White,16*10*1,160,BV18E,Amy,Despatch,30008,Pick
TaCI10FrWh,Table CITSATNAF 1000 Frame White,Table,CITSATNAF,1000,Frame,White,8*1*1,4,AG55H,Alex,Despatch,30057,Pick
SPAl12WaWh,SPen Aloyarc 12 Watercolour White,SPen,Aloyarc,12,Watercolour,White,48*10*5,2100,BQ98A,Chris,Despatch,30020,Pick
TVGL424KWh,"TV GL 42"" 4K White",TV,GL,"42""",4K,White,8*1*1,8,BK78C,Chris,Despatch,30026,Pick
MoSu35BlPi,Mouse Susa 350 Bluetooth Pink,Mouse,Susa,350,Bluetooth,Pink,16*10*1,160,BV46B,Emily,Despatch,30089,Pick
KeRe45MeWh,Keyboard Rerar 450 Mechanical White,Keyboard,Rerar,450,Mechanical,White,16*10*1,160,CI17D,Laura,Despatch,30023,Pick
AlSu1516Wh,"All-in-one Susa 15"" 16GB RAM White",All-in-one,Susa,"15""",16GB RAM,White,16*1*1,9,BK80F,Jane,Despatch,30011,Pick
OfOGMErWh,Office Chair OGAP M Ergonomic White,Office Chair,OGAP,M,Ergonomic,White,16*1*1,16,DJ20C,David,Despatch,30010,Pick
KePH27ErWh,Keyboard PH 270 Ergonomic White,Keyboard,PH,270,Ergonomic,White,16*10*1,160,DJ22B,Mike,Despatch,30055,Pick
TVEs65S4Si,"TV Esnesih 65"" S4K Silver",TV,Esnesih,"65""",S4K,Silver,8*1*1,8,BJ40D,Chris,Despatch,30051,Pick
OfOGLHeBl,Office Chair OGAP L Head pillow Black,Office Chair,OGAP,L,Head pillow,Black,16*1*1,8,DN14D,Laura,Despatch,30064,Pick
NoMuA4liGr,Notebook Music A4 line Grey,Notebook,Music,A4,line,Grey,48*10*5,1054,CH29C,Laura,Despatch,30006,Pick
PrPHA3AlBl,Printer PH A3 All-in-one Black,Printer,PH,A3,All-in-one,Black,16*1*1,16,AF32B,Chris,Despatch,30043,Pick
LaYn17i5Si,"Laptop Ynos 17"" i5 Silver",Laptop,Ynos,"17""",i5,Silver,16*1*1,13,BI39D,Chris,Despatch,30096,Pick
PrReA3LaWh,Printer Rehtorb A3 Laser White,Printer,Rehtorb,A3,Laser,White,16*1*1,16,AM24A,Alex,Despatch,30036,Pick
CuTE18DoBl,Cupboard TEWOL 1800 Door Black,Cupboard,TEWOL,1800,Door,Black,8*1*1,3,DM13H,Mike,Despatch,30019,Pick
AlSu17i5Wh,"All-in-one Susa 17"" i5 White",All-in-one,Susa,"17""",i5,White,16*1*1,16,DV44G,Jane,Despatch,30058,Pick
TVGn42SFWh,"TV Gnusmag 42"" SFHD White",TV,Gnusmag,"42""",SFHD,White,8*1*1,7,CZ89C,Laura,Despatch,30003,Pick
TVYn42SFWh,"TV Ynos 42"" SFHD White",TV,Ynos,"42""",SFHD,White,8*1*1,6,CY16F,Jane,Despatch,30039,Pick
KeRe45BlNa,Keyboard Rerar 450 Bluetooth Navi,Keyboard,Rerar,450,Bluetooth,Navi,16*10*1,160,DS01C,Sarah,Despatch,30044,Pick
LaOv14i5Gr,"Laptop Ovonel 14"" i5 Grey",Laptop,Ovonel,"14""",i5,Grey,16*1*1,16,AG33F,Mike,Despatch,30096,Pick
DrTE12DoBe,Drawer TEWOL 1200 Door Beige,Drawer,TEWOL,1200,Door,Beige,8*1*1,8,AH28E,Laura,Despatch,30022,Pick
TaAE10AdGr,Table AEKI 1000 Adjustable Grey,Table,AEKI,1000,Adjustable,Grey,8*1*1,8,DU07C,David,Despatch,30090,Pick
MoHc45MeBl,Mouse Hcetigol 450 Mechanical Black,Mouse,Hcetigol,450,Mechanical,Black,16*10*1,146,CU74C,Mike,Despatch,30099,Pick
PeRe12SoBl,Pencil Reldeats 12 Soluble Black,Pencil,Reldeats,12,Soluble,Black,48*10*5,2400,DO26D,Amy,Despatch,30080,Pick
SPAl50SoGr,SPen Aloyarc 50 Soluble Grey,SPen,Aloyarc,50,Soluble,Grey,48*10*5,2400,CH25A,Jane,Despatch,30018,Pick
OfAESErWh,Office Chair AEKI S Ergonomic White,Office Chair,AEKI,S,Ergonomic,White,16*1*1,5,DM05G,Jane,Despatch,30004,Pick
SPRe50HeGr,SPen Reldeats 50 Hexagonal Grey,SPen,Reldeats,50,Hexagonal,Grey,48*10*5,2400,CY35H,Chris,Despatch,30087,Pick
SPNa24HePi,SPen Nalin 24 Hexagonal Pink,SPen,Nalin,24,Hexagonal,Pink,48*10*5,2400,BL15G,Jane,Despatch,30091,Pick
PrSoA4LaBl,Printer Sonac A4 Laser Black,Printer,Sonac,A4,Laser,Black,16*1*1,16,CL60H,Laura,Despatch,30019,Pick
OfAESErPi,Office Chair AEKI S Ergonomic Pink,Office Chair,AEKI,S,Ergonomic,Pink,16*1*1,16,DV28H,Alex,Despatch,30081,Pick
LaYn148GWh,"Laptop Ynos 14"" 8GB RAM White",Laptop,Ynos,"14""",8GB RAM,White,16*1*1,8,AV32H,Sarah,Despatch,30098,Pick
SPAl50WaBl,SPen Aloyarc 50 Watercolour Black,SPen,Aloyarc,50,Watercolour,Black,48*10*5,1128,AI75B,Alex,Despatch,30032,Pick
PrNoA4WiBl,Printer Nospe A4 Wifi Black,Printer,Nospe,A4,Wifi,Black,16*1*1,9,DT48D,Alex,Despatch,30067,Pick
LaYn1732Si,"Laptop Ynos 17"" 32GB RAM Silver",Laptop,Ynos,"17""",32GB RAM,Silver,16*1*1,16,CG51H,Amy,Despatch,30006,Pick
MoSu35WiNa,Mouse Susa 350 Wireled Navi,Mouse,Susa,350,Wireled,Navi,16*10*1,160,DO01D,Laura,Despatch,30090,Pick
CaQE18SlGr,Cabinet QEKI 1800 Sliding Grey,Cabinet,QEKI,1800,Sliding,Grey,8*1*1,8,AK01B,Laura,Despatch,30032,Pick
OfXEMAdBl,Office Chair XENO M Adjustable Black,Office Chair,XENO,M,Adjustable,Black,16*1*1,12,BV35E,Mike,Despatch,30034,Pick
