Product,Description,Category,Brand,Size,Function,Colour,Pallet,Quantity,Location,Staff,To,Customer,Task
OfSEMErPi,Office Chair SEWOL M Ergonomic Pink,Office Chair,SEWOL,M,Ergonomic,Pink,16*1*1,16,AV70E,Mike,Despatch,30098,Pick
NoGrA5liGr,Notebook Graph A5 line Grey,Notebook,Graph,A5,line,Grey,48*10*5,2041,DP60A,Amy,Despatch,30030,Pick
TaTR15FrBl,Table TRAMK 1500 Frame Black,Table,TRAMK,1500,Frame,Black,8*1*1,8,AH90F,Alex,Despatch,30051,Pick
CuTE90SlWh,Cupboard TEWOL 900 Sliding White,Cupboard,TEWOL,900,Sliding,White,8*1*1,5,AN79A,Laura,Despatch,30054,Pick
TVEs50S4Bl,"TV Esnesih 50"" S4K Black",TV,Esnesih,"50""",S4K,Black,8*1*1,6,AK62G,Sarah,Despatch,30058,Pick
PrNoA4LaGr,Printer Nospe A4 Laser Grey,Printer,Nospe,A4,Laser,Grey,16*1*1,3,BG98F,Mike,Despatch,30004,Pick
TVGn75S4Bl,"TV Gnusmag 75"" S4K Black",TV,Gnusmag,"75""",S4K,Black,8*1*1,3,BU17G,Sarah,Despatch,30059,Pick
AlRe1732Si,"All-in-one Rezar 17"" 32GB RAM Silver",All-in-one,Rezar,"17""",32GB RAM,Silver,16*1*1,16,DU93E,Sarah,Despatch,30008,Pick
OfOGSLePi,Office Chair OGAP S Leather Pink,Office Chair,OGAP,S,Leather,Pink,16*1*1,13,CS20F,Amy,Despatch,30042,Pick
TVYn75SFBl,"TV Ynos 75"" SFHD Black",TV,Ynos,"75""",SFHD,Black,8*1*1,8,AM30A,Mike,Despatch,30057,Pick
GaXEMHeGr,Gaming Chair XENO M Head pillow Grey,Gaming Chair,XENO,M,Head pillow,Grey,16*1*1,12,AG75A,Mike,Despatch,30098,Pick
KeHc35ErPi,Keyboard Hcetigol 350 Ergonomic Pink,Keyboard,Hcetigol,350,Ergonomic,Pink,16*10*1,160,CW65C,Emily,Despatch,30017,Pick
KePH35BlBl,Keyboard PH 350 Bluetooth Black,Keyboard,PH,350,Bluetooth,Black,16*10*1,160,BN39E,David,Despatch,30014,Pick
MoPH45WiBl,Mouse PH 450 Wireled Black,Mouse,PH,450,Wireled,Black,16*10*1,31,DX65E,Jane,Despatch,30089,Pick
PeNa12WaBl,Pencil Nalin 12 Watercolour Black,Pencil,Nalin,12,Watercolour,Black,48*10*5,2400,CM22C,Emily,Despatch,30076,Pick
DrQE12SlBl,Drawer QEKI 1200 Sliding Black,Drawer,QEKI,1200,Sliding,Black,8*1*1,3,AH23A,John,Despatch,30077,Pick
PeRe24SoGr,Pencil Reldeats 24 Soluble Grey,Pencil,Reldeats,24,Soluble,Grey,48*10*5,2400,BV40G,Alex,Despatch,30004,Pick
CaWE12LoWh,Cabinet WENO 1200 Locker White,Cabinet,WENO,1200,Locker,White,8*1*1,2,DR76E,Mike,Despatch,30075,Pick
AlPH148GSi,"All-in-one PH 14"" 8GB RAM Silver",All-in-one,PH,"14""",8GB RAM,Silver,16*1*1,9,BT70B,Chris,Despatch,30062,Pick
TaCI10FrBl,Table CITSATNAF 1000 Frame Black,Table,CITSATNAF,1000,Frame,Black,8*1*1,8,BW10E,David,Despatch,30069,Pick
TaTR15FrBl,Table TRAMK 1500 Frame Black,Table,TRAMK,1500,Frame,Black,8*1*1,5,DP20B,David,Despatch,30066,Pick
TVEs75FHGr,"TV Esnesih 75"" FHD Grey",TV,Esnesih,"75""",FHD,Grey,8*1*1,8,DH39F,Chris,Despatch,30002,Pick
OfXEMAdBl,Office Chair XENO M Adjustable Black,Office Chair,XENO,M,Adjustable,Black,16*1*1,16,AN14H,Chris,Despatch,30056,Pick
PrSoA3MoWh,Printer Sonac A3 Mono White,Printer,Sonac,A3,Mono,White,16*1*1,16,AN67G,Amy,Despatch,30062,Pick
CuTE18SlGr,Cupboard TEWOL 1800 Sliding Grey,Cupboard,TEWOL,1800,Sliding,Grey,8*1*1,2,AM79G,Laura,Despatch,30093,Pick
KeSu35WiWh,Keyboard Susa 350 Wireled White,Keyboard,Susa,350,Wireled,White,16*10*1,160,BK73E,Mike,Despatch,30033,Pick
LaPH1416Gr,"Laptop PH 14"" 16GB RAM Grey",Laptop,PH,"14""",16GB RAM,Grey,16*1*1,16,CP96A,Alex,Despatch,30064,Pick
TaTR15AdGr,Table TRAMK 1500 Adjustable Grey,Table,TRAMK,1500,Adjustable,Grey,8*1*1,4,CV35G,Amy,Despatch,30078,Pick
TVGn50SFWh,"TV Gnusmag 50"" SFHD White",TV,Gnusmag,"50""",SFHD,White,8*1*1,5,AR95A,Laura,Despatch,30071,Pick
OfAELErBl,Office Chair AEKI L Ergonomic Black,Office Chair,AEKI,L,Ergonomic,Black,16*1*1,1,CH60H,David,Despatch,30034,Pick
TVYn42FHSi,"TV Ynos 42"" FHD Silver",TV,Ynos,"42""",FHD,Silver,8*1*1,4,AT05B,Emily,Despatch,30086,Pick
MoHc27BlNa,Mouse Hcetigol 270 Bluetooth Navi,Mouse,Hcetigol,270,Bluetooth,Navi,16*10*1,123,AI52A,Chris,Despatch,30068,Pick
GaOGSLeGr,Gaming Chair OGAP S Leather Grey,Gaming Chair,OGAP,S,Leather,Grey,16*1*1,4,CJ38G,Alex,Despatch,30083,Pick
AlPH17i7Bl,"All-in-one PH 17"" i7 Black",All-in-one,PH,"17""",i7,Black,16*1*1,16,BY12F,John,Despatch,30090,Pick
NoExA4doSi,Notebook Excercise A4 dot Silver,Notebook,Excercise,A4,dot,Silver,48*10*5,2400,DU01B,Emily,Despatch,30058,Pick
TaTR10FrWh,Table TRAMK 1000 Frame White,Table,TRAMA,1000,Frame,White,8*1*1,2,AR71B,Chris,Despatch,30034,Pick
LaOv1532Si,"Laptop Ovonel 15"" 32GB RAM Silver",Laptop,Ovonel,"15""",32GB RAM,Silver,16*1*1,9,DW12D,John,Despatch,30057,Pick
MoSu27BlBl,Mouse Susa 270 Bluetooth Black,Mouse,Susa,270,Bluetooth,Black,16*10*1,160,CI96G,Alex,Despatch,30083,Pick
CuQE90FiBl,Cupboard QEKI 900 Filing Black,Cupboard,QEKI,900,Filing,Black,8*1*1,8,AM01G,Sarah,Despatch,30091,Pick
OfXESErGr,Office Chair XENO S Ergonomic Grey,Office Chair,XENO,S,Ergonomic,Grey,16*1*1,16,AZ58F,Mike,Despatch,30096,Pick
CuTE18DoBl,Cupboard TEWOL 1800 Door Black,Cupboard,TEWOL,1800,Door,Black,8*1*1,6,AH58A,David,Despatch,30053,Pick
PrPHA3AlBl,Printer PH A3 All-in-one Black,Printer,PH,A3,All-in-one,Black,16*1*1,16,BW66E,Chris,Despatch,30003,Pick
KeHc35WiNa,Keyboard Hcetigol 350 Wireled Navi,Keyboard,Hcetigol,350,Wireled,Navi,16*10*1,160,BI39C,Emily,Despatch,30059,Pick
GaOGSAdGr,Gaming Chair OGAP S Adjustable Grey,Gaming Chair,OGAP,S,Adjustable,Grey,16*1*1,11,AN76D,Laura,Despatch,30084,Pick
KePH45BlBl,Keyboard PH 450 Bluetooth Black,Keyboard,PH,450,Bluetooth,Black,16*10*1,160,DO55A,David,Despatch,30075,Pick
NoScA4liBl,Notebook Scrap A4 line Black,Notebook,Scrap,A4,line,Black,48*10*5,1908,AJ38A,Chris,Despatch,30089,Pick
AlRe14i5Si,"All-in-one Rezar 14"" i5 Silver",All-in-one,Rezar,"14""",i5,Silver,16*1*1,16,DT92A,Chris,Despatch,30011,Pick
AlPH17i7Si,"All-in-one PH 17"" i7 Silver",All-in-one,PH,"17""",i7,Silver,16*1*1,16,AK08B,Alex,Despatch,30067,Pick
OfOGLAdPi,Office Chair OGAP L Adjustable Pink,Office Chair,OGAP,L,Adjustable,Pink,16*1*1,16,CT33E,Emily,Despatch,30088,Pick
CaTE12SlBe,Cabinet TEWOL 1200 Sliding Beige,Cabinet,TEWOL,1200,Sliding,Beige,8*1*1,8,CF70F,Chris,Despatch,30012,Pick
PrSoA4LaGr,Printer Sonac A4 Laser Grey,Printer,Sonac,A4,Laser,Grey,16*1*1,16,AO34C,Laura,Despatch,30076,Pick
OfSELLeGr,Office Chair SEWOL L Leather Grey,Office Chair,SEWOL,L,Leather,Grey,16*1*1,16,CJ70H,John,Despatch,30011,Pick
PrPHA2AlWh,Printer PH A2 All-in-one White,Printer,PH,A2,All-in-one,White,16*1*1,5,AY12F,Alex,Despatch,30038,Pick
PrNoA3AlMi,Printer Nospe A3 All-in-one Mix,Printer,Nospe,A3,All-in-one,Mix,16*1*1,16,BK84H,John,Despatch,30063,Pick
MoRe27ErBl,Mouse Rerar 270 Ergonomic Black,Mouse,Rerar,270,Ergonomic,Black,16*10*1,160,CK68D,Mike,Despatch,30045,Pick
TaAE10FrSi,Table AEKI 1000 Frame Silver,Table,AEKI,1000,Frame,Silver,8*1*1,8,AQ15C,David,Despatch,30016,Pick
MoRe27BlNa,Mouse Rerar 270 Bluetooth Navi,Mouse,Rerar,270,Bluetooth,Navi,16*10*1,151,AZ20D,Chris,Despatch,30099,Pick
PrReA3InWh,Printer Rehtorb A3 Inkjet White,Printer,Rehtorb,A3,Inkjet,White,16*1*1,16,BK55H,Amy,Despatch,30017,Pick
KePH35MeNa,Keyboard PH 350 Mechanical Navi,Keyboard,PH,350,Mechanical,Navi,16*10*1,160,BY45D,Emily,Despatch,30041,Pick
LaOv14i7Bl,"Laptop Ovonel 14"" i7 Black",Laptop,Ovonel,"14""",i7,Black,16*1*1,16,DV28H,Jane,Despatch,30099,Pick
MoSu27WiNa,Mouse Susa 270 Wireled Navi,Mouse,Susa,270,Wireled,Navi,16*10*1,108,BJ44G,Laura,Despatch,30007,Pick
NoMuA4ruBl,Notebook Music A4 ruled Black,Notebook,Music,A4,ruled,Black,48*10*5,2400,AO72F,Chris,Despatch,30056,Pick
SPGi24WaWh,SPen Gib 24 Watercolour White,SPen,Gib,24,Watercolour,White,48*10*5,1769,AW32B,Amy,Despatch,30023,Pick
TaTR10FrBl,Table TRAMK 1000 Frame Black,Table,TRAMK,1000,Frame,Black,8*1*1,8,BI62D,Alex,Despatch,30004,Pick
SPAl50SoPi,SPen Aloyarc 50 Soluble Pink,SPen,Aloyarc,50,Soluble,Pink,48*10*5,2400,AS64C,Emily,Despatch,30043,Pick
NoGrA4liGr,Notebook Graph A4 line Grey,Notebook,Graph,A4,line,Grey,48*10*5,2400,DM05G,Sarah,Despatch,30038,Pick
AlYn15i7Wh,"All-in-one Ynos 15"" i7 White",All-in-one,Ynos,"15""",i7,White,16*1*1,8,DR76F,Laura,Despatch,30062,Pick
MoSu35WiWh,Mouse Susa 350 Wireled White,Mouse,Susa,350,Wireled,White,16*10*1,160,DR11B,Chris,Despatch,30082,Pick
KeHc45MePi,Keyboard Hcetigol 450 Mechanical Pink,Keyboard,Hcetigol,450,Mechanical,Pink,16*10*1,85,AG76C,Jane,Despatch,30003,Pick
TaTR18AuGr,Table TRAMK 1800 Auto Adjustable Grey,Table,TRAMK,1800,Auto Adjustable,Grey,8*1*1,8,CS77B,Sarah,Despatch,30006,Pick
NoExA4ruGr,Notebook Excercise A4 ruled Grey,Notebook,Excercise,A4,ruled,Grey,48*10*5,2400,AG19E,David,Despatch,30068,Pick
DrWE12DoBl,Drawer WENO 1200 Door Black,Drawer,WENO,1200,Door,Black,8*1*1,1,AK68E,Jane,Despatch,30012,Pick
MoRe27MeNa,Mouse Rerar 270 Mechanical Navi,Mouse,Rerar,270,Mechanical,Navi,16*10*1,160,AG47H,Amy,Despatch,30083,Pick
TVEs65S4Si,"TV Esnesih 65"" S4K Silver",TV,Esnesih,"65""",S4K,Silver,8*1*1,8,DG80G,Emily,Despatch,30055,Pick
SPGi50HePi,SPen Gib 50 Hexagonal Pink,SPen,Gib,50,Hexagonal,Pink,48*10*5,1290,BF43H,Jane,Despatch,30004,Pick
TaAE15AuGr,Table AEKI 1500 Auto Adjustable Grey,Table,AEKI,1500,Auto Adjustable,Grey,8*1*1,8,BM03E,Mike,Despatch,30061,Pick
PeGi24SoGr,Pencil Gib 24 Soluble Grey,Pencil,Gib,24,Soluble,Grey,48*10*5,2400,AR63A,Mike,Despatch,30026,Pick
TaAE18AdWh,Table AEKI 1800 Adjustable White,Table,AEKI,1800,Adjustable,White,8*1*1,5,CT91G,Chris,Despatch,30010,Pick
GaOGMErGr,Gaming Chair OGAP M Ergonomic Grey,Gaming Chair,OGAP,M,Ergonomic,Grey,16*1*1,16,AY56H,Alex,Despatch,30057,Pick
OfAEMAdWh,Office Chair AEKI M Adjustable White,Office Chair,AEKI,M,Adjustable,White,16*1*1,5,BZ04B,Amy,Despatch,30087,Pick
PrSoA2LaMi,Printer Sonac A2 Laser Mix,Printer,Sonac,A2,Laser,Mix,16*1*1,16,DZ97H,Chris,Despatch,30072,Pick
NoGrA4ruBl,Notebook Graph A4 ruled Black,Notebook,Graph,A4,ruled,Black,48*10*5,999,DS34A,Chris,Despatch,30070,Pick
TVYn654KBl,"TV Ynos 65"" 4K Black",TV,Ynos,"65""",4K,Black,8*1*1,8,CU12G,Jane,Despatch,30014,Pick
CuWE90SlBl,Cupboard WENO 900 Sliding Black,Cupboard,WENO,900,Sliding,Black,8*1*1,7,AZ28A,Jane,Despatch,30066,Pick
DrWE90SlBl,Drawer WENO 900 Sliding Black,Drawer,WENO,900,Sliding,Black,8*1*1,8,AS88E,Mike,Despatch,30057,Pick
PrNoA2InGr,Printer Nospe A2 Inkjet Grey,Printer,Nospe,A2,Inkjet,Grey,16*1*1,16,BG97D,Sarah,Despatch,30066,Pick
LaSu1732Bl,"Laptop Susa 17"" 32GB RAM Black",Laptop,Susa,"17""",32GB RAM,Black,16*1*1,15,AF12F,Amy,Despatch,30040,Pick
LaSu1716Gr,"Laptop Susa 17"" 16GB RAM Grey",Laptop,Susa,"17""",16GB RAM,Grey,16*1*1,12,DR86C,Chris,Despatch,30093,Pick
PeAl24SoGr,Pencil Aloyarc 24 Soluble Grey,Pencil,Aloyarc,24,Soluble,Grey,48*10*5,2400,BP87E,Jane,Despatch,30053,Pick
AlPH17i7Wh,"All-in-one PH 17"" i7 White",All-in-one,PH,"17""",i7,White,16*1*1,16,DW77B,Amy,Despatch,30047,Pick
LaOv148GGr,"Laptop Ovonel 14"" 8GB RAM Grey",Laptop,Ovonel,"14""",8GB RAM,Grey,16*1*1,16,AK15H,Sarah,Despatch,30002,Pick
TVGL75S4Si,"TV GL 75"" S4K Silver",TV,GL,"75""",S4K,Silver,8*1*1,8,BN65A,John,Despatch,30082,Pick
CaRG12DoBl,Cabinet RGAP 1200 Door Black,Cabinet,RGAP,1200,Door,Black,8*1*1,4,DQ42B,Mike,Despatch,30068,Pick
CuQE90LoGr,Cupboard QEKI 900 Locker Grey,Cupboard,QEKI,900,Locker,Grey,8*1*1,5,CW33G,Chris,Despatch,30055,Pick
GaSEMErGr,Gaming Chair SEWOL M Ergonomic Grey,Gaming Chair,SEWOL,M,Ergonomic,Grey,16*1*1,14,CT14A,Laura,Despatch,30058,Pick
TaTR18AuGr,Table TRAMK 1800 Auto Adjustable Grey,Table,TRAMK,1800,Auto Adjustable,Grey,8*1*1,8,AH21H,Sarah,Despatch,30013,Pick
GaSEMErGr,Gaming Chair SEWOL M Ergonomic Grey,Gaming Chair,SEWOL,M,Ergonomic,Grey,16*1*1,8,BM54A,Chris,Despatch,30046,Pick
CuQE12FiWh,Cupboard QEKI 1200 Filing White,Cupboard,QEKI,1200,Filing,White,8*1*1,8,DQ40C,Mike,Despatch,30069,Pick
TVGL504KBl,"TV GL 50"" 4K Black",TV,GL,"50""",4K,Black,8*1*1,1,AW37D,Sarah,Despatch,30046,Pick
AlOv14i5Gr,"All-in-one Ovonel 14"" i5 Grey",All-in-one,Ovonel,"14""",i5,Grey,16*1*1,11,CS31E,Laura,Despatch,30002,Pick
LaSu1516Bl,"Laptop Susa 15"" 16GB RAM Black",Laptop,Susa,"15""",16GB RAM,Black,16*1*1,16,CO92H,Chris,Despatch,30012,Pick
LaYn1716Wh,"Laptop Ynos 17"" 16GB RAM White",Laptop,Ynos,"17""",16GB RAM,White,16*1*1,6,DP97C,John,Despatch,30057,Pick
KeSu35MeBl,Keyboard Susa 350 Mechanical Black,Keyboard,Susa,350,Mechanical,Black,16*10*1,160,AQ76A,Jane,Despatch,30046,Pick
TaTR18AdBl,Table TRAMK 1800 Adjustable Black,Table,TRAMA,1800,Adjustable,Black,8*1*1,5,BL30C,David,Despatch,30068,Pick
AlYn158GBl,"All-in-one Ynos 15"" 8GB RAM Black",All-in-one,Ynos,"15""",8GB RAM,Black,16*1*1,13,CL39D,Jane,Despatch,30084,Pick
MoPH35WiWh,Mouse PH 350 Wireled White,Mouse,PH,350,Wireled,White,16*10*1,160,BW12G,Emily,Despatch,30060,Pick
KeHc45MeWh,Keyboard Hcetigol 450 Mechanical White,Keyboard,Hcetigol,450,Mechanical,White,16*10*1,70,AS53F,Laura,Despatch,30046,Pick
DrRG90LoBe,Drawer RGAP 900 Locker Beige,Drawer,RGAP,900,Locker,Beige,8*1*1,8,BT45E,Amy,Despatch,30030,Pick
LaYn14i7Wh,"Laptop Ynos 14"" i7 White",Laptop,Ynos,"14""",i7,White,16*1*1,4,CP14A,Amy,Despatch,30038,Pick
CaWE18DoGr,Cabinet WENO 1800 Door Grey,Cabinet,WENO,1800,Door,Grey,8*1*1,8,CM49H,Alex,Despatch,30008,Pick
TaAE15FrSi,Table AEKI 1500 Frame Silver,Table,AEKI,1500,Frame,Silver,8*1*1,3,BM38D,John,Despatch,30016,Pick
TVYn324KGr,"TV Ynos 32"" 4K Grey",TV,Ynos,"32""",4K,Grey,8*1*1,1,CI19C,Alex,Despatch,30087,Pick
CaTE18LoWh,Cabinet TEWOL 1800 Locker White,Cabinet,TEWOL,1800,Locker,White,8*1*1,8,AG37B,Sarah,Despatch,30032,Pick
MoHc45BlNa,Mouse Hcetigol 450 Bluetooth Navi,Mouse,Hcetigol,450,Bluetooth,Navi,16*10*1,160,CH33E,David,Despatch,30091,Pick
GaAEMAdGr,Gaming Chair AEKI M Adjustable Grey,Gaming Chair,AEKI,M,Adjustable,Grey,16*1*1,16,CT73E,Sarah,Despatch,30043,Pick
AlYn1416Wh,"All-in-one Ynos 14"" 16GB RAM White",All-in-one,Ynos,"14""",16GB RAM,White,16*1*1,14,AI08H,Sarah,Despatch,30092,Pick
AlRe17i5Bl,"All-in-one Rezar 17"" i5 Black",All-in-one,Rezar,"17""",i5,Black,16*1*1,16,AZ08H,Mike,Despatch,30011,Pick
LaRe1732Wh,"Laptop Rezar 17"" 32GB RAM White",Laptop,Rezar,"17""",32GB RAM,White,16*1*1,9,AI77F,Amy,Despatch,30030,Pick
CaWE12SlBl,Cabinet WENO 1200 Sliding Black,Cabinet,WENO,1200,Sliding,Black,8*1*1,8,AK94C,Amy,Despatch,30038,Pick
PrPHA3AlMi,Printer PH A3 All-in-one Mix,Printer,PH,A3,All-in-one,Mix,16*1*1,15,AF90F,Chris,Despatch,30020,Pick
OfAELErBl,Office Chair AEKI L Ergonomic Black,Office Chair,AEKI,L,Ergonomic,Black,16*1*1,15,AF57C,Jane,Despatch,30000,Pick
OfOGMErBl,Office Chair OGAP M Ergonomic Black,Office Chair,OGAP,M,Ergonomic,Black,16*1*1,6,BG34A,Mike,Despatch,30097,Pick
MoSu35ErNa,Mouse Susa 350 Ergonomic Navi,Mouse,Susa,350,Ergonomic,Navi,16*10*1,160,BI91E,Sarah,Despatch,30069,Pick
CaWE18DoWh,Cabinet WENO 1800 Door White,Cabinet,WENO,1800,Door,White,8*1*1,6,DK07A,David,Despatch,30071,Pick
PeNa12WaGr,Pencil Nalin 12 Watercolour Grey,Pencil,Nalin,12,Watercolour,Grey,48*10*5,100,CY38H,Emily,Despatch,30049,Pick
MoRe45ErNa,Mouse Rerar 450 Ergonomic Navi,Mouse,Rerar,450,Ergonomic,Navi,16*10*1,104,CZ55D,Laura,Despatch,30058,Pick
LaPH17i7Bl,"Laptop PH 17"" i7 Black",Laptop,PH,"17""",i7,Black,16*1*1,12,AZ33F,Mike,Despatch,30074,Pick
DrTE18SlBl,Drawer TEWOL 1800 Sliding Black,Drawer,TEWOL,1800,Sliding,Black,8*1*1,3,BI69F,John,Despatch,30018,Pick
TVGL42SFGr,"TV GL 42"" SFHD Grey",TV,GL,"42""",SFHD,Grey,8*1*1,1,BL92D,Laura,Despatch,30017,Pick
OfSESErPi,Office Chair SEWOL S Ergonomic Pink,Office Chair,SEWOL,S,Ergonomic,Pink,16*1*1,16,AR73G,Alex,Despatch,30045,Pick
NoMuA3ruBl,Notebook Music A3 ruled Black,Notebook,Music,A3,ruled,Black,48*10*5,2361,BR69E,Laura,Despatch,30067,Pick
PeGi24WaPi,Pencil Gib 24 Watercolour Pink,Pencil,Gib,24,Watercolour,Pink,48*10*5,2217,AT02E,Mike,Despatch,30050,Pick
LaOv1516Si,"Laptop Ovonel 15"" 16GB RAM Silver",Laptop,Ovonel,"15""",16GB RAM,Silver,16*1*1,16,BP32C,Chris,Despatch,30053,Pick
CaWE90SlBe,Cabinet WENO 900 Sliding Beige,Cabinet,WENO,900,Sliding,Beige,8*1*1,8,BU58H,Chris,Despatch,30022,Pick
MoSu35WiWh,Mouse Susa 350 Wireled White,Mouse,Susa,350,Wireled,White,16*10*1,160,BG33A,Jane,Despatch,30043,Pick
TVEs75S4Si,"TV Esnesih 75"" S4K Silver",TV,Esnesih,"75""",S4K,Silver,8*1*1,8,CS85F,Emily,Despatch,30056,Pick
SPAl24HeGr,SPen Aloyarc 24 Hexagonal Grey,SPen,Aloyarc,24,Hexagonal,Grey,48*10*5,2400,BS19A,Jane,Despatch,30087,Pick
KeSu45ErPi,Keyboard Susa 450 Ergonomic Pink,Keyboard,Susa,450,Ergonomic,Pink,16*10*1,110,CU25F,Mike,Despatch,30034,Pick
OfOGLLeBl,Office Chair OGAP L Leather Black,Office Chair,OGAP,L,Leather,Black,16*1*1,16,AO60A,David,Despatch,30042,Pick
PrPHA4LaWh,Printer PH A4 Laser White,Printer,PH,A4,Laser,White,16*1*1,10,AT76B,Chris,Despatch,30015,Pick
TVGn32S4Wh,"TV Gnusmag 32"" S4K White",TV,Gnusmag,"32""",S4K,White,8*1*1,8,DQ36G,Mike,Despatch,30000,Pick
AlYn17i5Gr,"All-in-one Ynos 17"" i5 Grey",All-in-one,Ynos,"17""",i5,Grey,16*1*1,15,DZ72D,Emily,Despatch,30080,Pick
TVEs65FHWh,"TV Esnesih 65"" FHD White",TV,Esnesih,"65""",FHD,White,8*1*1,8,DV29H,Sarah,Despatch,30038,Pick
CaTE18LoGr,Cabinet TEWOL 1800 Locker Grey,Cabinet,TEWOL,1800,Locker,Grey,8*1*1,8,BO85F,Laura,Despatch,30012,Pick
KePH27MeNa,Keyboard PH 270 Mechanical Navi,Keyboard,PH,270,Mechanical,Navi,16*10*1,160,AV81C,Chris,Despatch,30053,Pick
DrTE12FiBe,Drawer TEWOL 1200 Filing Beige,Drawer,TEWOL,1200,Filing,Beige,8*1*1,8,DQ61B,Jane,Despatch,30022,Pick
CaQE18SlBl,Cabinet QEKI 1800 Sliding Black,Cabinet,QEKI,1800,Sliding,Black,8*1*1,8,CV49H,Mike,Despatch,30008,Pick
LaRe1716Gr,"Laptop Rezar 17"" 16GB RAM Grey",Laptop,Rezar,"17""",16GB RAM,Grey,16*1*1,16,CM46E,Alex,Despatch,30093,Pick
GaAEMErGr,Gaming Chair AEKI M Ergonomic Grey,Gaming Chair,AEKI,M,Ergonomic,Grey,16*1*1,16,BL14A,Jane,Despatch,30043,Pick
CuWE90SlGr,Cupboard WENO 900 Sliding Grey,Cupboard,WENO,900,Sliding,Grey,8*1*1,8,AN32B,Mike,Despatch,30095,Pick
OfXEMLePi,Office Chair XENO M Leather Pink,Office Chair,XENO,M,Leather,Pink,16*1*1,13,DU90A,Alex,Despatch,30038,Pick
AlSu178GSi,"All-in-one Susa 17"" 8GB RAM Silver",All-in-one,Susa,"17""",8GB RAM,Silver,16*1*1,16,DF69F,Jane,Despatch,30064,Pick
CuQE18LoBe,Cupboard QEKI 1800 Locker Beige,Cupboard,QEKI,1800,Locker,Beige,8*1*1,8,AO65C,David,Despatch,30082,Pick
SPRe50WaGr,SPen Reldeats 50 Watercolour Grey,SPen,Reldeats,50,Watercolour,Grey,48*10*5,2400,AS69B,Laura,Despatch,30045,Pick
CaQE90FiBl,Cabinet QEKI 900 Filing Black,Cabinet,QEKI,900,Filing,Black,8*1*1,3,AY54B,Mike,Despatch,30068,Pick
KeHc27MeWh,Keyboard Hcetigol 270 Mechanical White,Keyboard,Hcetigol,270,Mechanical,White,16*10*1,76,DY62H,David,Despatch,30004,Pick
PeRe12HeBl,Pencil Reldeats 12 Hexagonal Black,Pencil,Reldeats,12,Hexagonal,Black,48*10*5,2400,AW44C,Alex,Despatch,30020,Pick
TVGn754KSi,"TV Gnusmag 75"" 4K Silver",TV,Gnusmag,"75""",4K,Silver,8*1*1,8,DU37C,Chris,Despatch,30085,Pick
KeHc27MeBl,Keyboard Hcetigol 270 Mechanical Black,Keyboard,Hcetigol,270,Mechanical,Black,16*10*1,160,BY87C,David,Despatch,30097,Pick
TVEs75SFGr,"TV Esnesih 75"" SFHD Grey",TV,Esnesih,"75""",SFHD,Grey,8*1*1,8,AQ58F,Laura,Despatch,30018,Pick
TVEs50S4Wh,"TV Esnesih 50"" S4K White",TV,Esnesih,"50""",S4K,White,8*1*1,8,CV07F,Sarah,Despatch,30089,Pick
AlOv178GGr,"All-in-one Ovonel 17"" 8GB RAM Grey",All-in-one,Ovonel,"17""",8GB RAM,Grey,16*1*1,16,AF45C,Amy,Despatch,30001,Pick
MoHc27ErWh,Mouse Hcetigol 270 Ergonomic White,Mouse,Hcetigol,270,Ergonomic,White,16*10*1,160,BR14D,David,Despatch,30085,Pick
OfSEMErPi,Office Chair SEWOL M Ergonomic Pink,Office Chair,SEWOL,M,Ergonomic,Pink,16*1*1,16,BL05H,Jane,Despatch,30049,Pick
CaTE18LoWh,Cabinet TEWOL 1800 Locker White,Cabinet,TEWOL,1800,Locker,White,8*1*1,8,CV81D,John,Despatch,30042,Pick
CuQE90DoGr,Cupboard QEKI 900 Door Grey,Cupboard,QEKI,900,Door,Grey,8*1*1,8,AN03H,Emily,Despatch,30026,Pick
NoMuA5ruGr,Notebook Music A5 ruled Grey,Notebook,Music,A5,ruled,Grey,48*10*5,2400,DO93A,Emily,Despatch,30080,Pick
AlSu1532Bl,"All-in-one Susa 15"" 32GB RAM Black",All-in-one,Susa,"15""",32GB RAM,Black,16*1*1,16,CJ68G,John,Despatch,30085,Pick
LaRe178GGr,"Laptop Rezar 17"" 8GB RAM Grey",Laptop,Rezar,"17""",8GB RAM,Grey,16*1*1,16,CN93F,Laura,Despatch,30049,Pick
AlRe14i7Bl,"All-in-one Rezar 14"" i7 Black",All-in-one,Rezar,"14""",i7,Black,16*1*1,16,DJ40B,Jane,Despatch,30038,Pick
SPGi50SoGr,SPen Gib 50 Soluble Grey,SPen,Gib,50,Soluble,Grey,48*10*5,2400,AQ57H,John,Despatch,30052,Pick
CaTE90DoGr,Cabinet TEWOL 900 Door Grey,Cabinet,TEWOL,900,Door,Grey,8*1*1,7,DS02D,John,Despatch,30055,Pick
GaOGLLeGr,Gaming Chair OGAP L Leather Grey,Gaming Chair,OGAP,L,Leather,Grey,16*1*1,16,CZ28E,Laura,Despatch,30035,Pick
LaSu148GGr,"Laptop Susa 14"" 8GB RAM Grey",Laptop,Susa,"14""",8GB RAM,Grey,16*1*1,16,DU67G,Chris,Despatch,30072,Pick
TVGL75S4Si,"TV GL 75"" S4K Silver",TV,GL,"75""",S4K,Silver,8*1*1,8,DU47H,Sarah,Despatch,30037,Pick
